x_0,x_1,grad_0,grad_1,task,funcalls,nit,warnflag,hessian_0,hessian_1,hessian_2,hessian_3,ppt,fun,target,model,run
0.46819108612067123,3.4339139886861276,-7.105427361340985e-07,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,11,0,93.29495479125117,6.1930186978656305,6.1930186978656305,2.0351160275512123,912,45.819119855670806,delta,delta,0
0.6042961690219608,6.400405323844188,3.55271366094897e-07,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,12,0,138.03728026917003,0.10543640960316682,0.10543640960316682,0.41923680083053955,913,31.227289526934587,delta,delta,0
0.27401700061502593,3.5450602418690056,-1.421085472268197e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,10,0,55.46974373161876,5.676664893706917,5.676664893706917,1.9425073919762341,914,47.98835449637039,delta,delta,0
0.5435040136733698,6.888038002823696,2.842170928759176e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,13,0,133.79332412339906,0.8493358275946131,0.8493358275946131,0.4048815912169293,1,34.77101005239128,delta,kernel,0
0.7441789803041676,2.928193047113327,-2.842170928759176e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,71.09049024642913,6.485179856094932,6.485179856094932,2.617235846566132,2,46.85575253325892,delta,kernel,0
0.7752534261195918,3.2900223225207816,-2.5579538358832584e-05,-4.263256440470418e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,8,0,72.25186075360014,3.9990276497675197,3.9990276497675197,1.7615801410172207,3,47.530624509981706,delta,kernel,0
0.3355656092200345,4.828336891703773,7.105427361340985e-07,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,0,119.33625837885165,4.221393819689453,4.221393819689453,1.0717806124089202,4,40.37488310237927,delta,kernel,0
0.31732805718188806,4.499722550825451,2.1316282084022956e-06,-1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,82.33068431453147,3.49212475973418,3.49212475973418,1.2769952724888352,5,43.450268854790984,delta,kernel,0
0.32614847955511767,3.849603952341824,1.421085472268197e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,121.60912710171192,4.807222434937463,4.807222434937463,1.7273707427401088,6,44.039307588866265,delta,kernel,0
0.33237478328744513,1.6367098820236043,7.105427361340985e-07,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,51.27428230519913,5.434421642322718,5.434421642322718,2.298410746911643,7,63.19924652774609,delta,kernel,0
0.11496983022368634,3.949348365978405,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,66,13,0,280.3394302216793,15.168832926777794,15.168832926777794,1.437166700461589,8,49.11498476506098,delta,kernel,0
0.6306019357810679,3.1998447661345395,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,7,0,43.17183387448752,2.3705443978159275,2.3705443978159275,2.0677493421203335,9,46.58797748307535,delta,kernel,0
0.32702725272212363,5.648866102674936,-4.9737991529386896e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,150.40216677275245,3.5069041559595546,3.5069041559595546,0.7945978985903303,10,37.41972057521149,delta,kernel,0
0.09229427352064354,6.4113274857497125,-1.421085472268197e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,11,0,840.37414902131,15.299468455098564,15.299468455098564,0.602682981298974,11,46.04939157303926,delta,kernel,0
0.20830420863055213,1.7632320965994988,-2.415845302855935e-05,3.5527137003920153e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,9,0,38.32408335495801,6.184282215957348,6.184282215957348,2.683589454359611,12,61.889614555821986,delta,kernel,0
0.5721094375537771,10.0,7.10542732189794e-07,-0.36451869615418775,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,0,127.91310388488996,-0.6188233388679685,-0.6188233388679685,0.1621808372783683,13,20.190666067386232,delta,kernel,0
0.059167155517634476,6.861204680350053,-8.526512827692725e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,13,0,1763.3457070254292,25.908167296719657,25.908167296719657,0.46552950013407574,14,46.247000737425566,delta,kernel,0
0.55590750897952,7.711307307966021,-1.421085464379588e-06,3.5527137003920156e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,12,0,69.17564766378516,0.03105829297449461,0.03105829297449461,0.28047673443042276,15,27.921196132878734,delta,kernel,0
0.1951713604194731,6.734163910150059,-4.9737991529386896e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,330.55820613717975,2.9880460254249375,2.9880460254249375,0.5954505407266112,16,36.77439251028658,delta,kernel,0
0.8900057503293619,10.0,0.0,-0.021839594990674126,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,51,11,0,390.5759457098417,-4.242400863941725,-4.242400863941725,0.05735438605530247,17,30.811970939098785,delta,kernel,0
0.48431090544053185,7.497959316251337,1.1368683778145576e-05,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,12,0,210.29098624304297,1.027079924813032,1.027079924813032,0.3698150970640638,18,36.73162778551436,delta,kernel,0
0.45430519569967137,3.0142973703912035,-2.1316282084022956e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,6,0,56.57953493869949,6.688097490642103,6.688097490642103,2.3958860525165537,19,50.129124537630545,delta,kernel,0
0.5518383398641604,3.126596442955229,-7.10542732189794e-07,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,60.79059701922103,5.968155769588078,5.968155769588078,2.42884341528136,910,47.317350060145905,delta,kernel,0
0.25506449412626625,5.907609034556266,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,10,0,423.38104783536687,0.9969527388818572,0.9969527388818572,0.6650964852936693,911,37.79008581865283,delta,kernel,0
0.41265803031289555,3.584154159747147,-3.9790393223509516e-05,3.5527137003920153e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,36,8,0,118.23490366031574,6.335461988361836,6.335461988361836,1.8030308246434579,912,46.51247461532438,delta,kernel,0
0.5635922154050462,6.03118966194149,-2.131628196569382e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,12,0,160.35817584547488,0.9423848257308216,0.9423848257308216,0.5191032048658153,913,32.04189012683793,delta,kernel,0
0.3303536360033943,3.510318115630836,0.0,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,0,31.963531018278683,2.736917670276889,2.736917670276889,1.9863195569832834,914,47.8827525978746,delta,kernel,0
0.5074056430197673,4.330988129860608,-3.7658764806059085e-05,-5.684341920627225e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,42,11,0,97.58393717901633,3.8332124252535444,3.8332124252535444,1.3284264984336003,1,37.18337607869297,kernel,delta,0
0.46761245412372643,3.9818763558326284,-1.421085472268197e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,0,92.4096627108666,6.343305950878394,6.343305950878394,1.1217022162966936,2,52.602350398716425,kernel,delta,0
0.36853964658144306,5.670042455161122,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,48,12,0,131.5568847859729,4.220176267704293,4.220176267704293,0.7583583686948494,3,40.81931908406456,kernel,delta,0
0.4148832071402494,7.2425491160532935,1.421085472268197e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,12,0,166.04936156076397,1.258643041642712,1.258643041642712,0.3883555662240121,4,28.424297721231184,kernel,delta,0
0.0682471076149594,5.220461602979792,-1.7053025667218365e-05,-7.105427400784031e-07,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,75,14,0,1182.0268076115194,28.67154899796318,28.67154899796318,0.8817859035542649,5,48.38034211940618,kernel,delta,0
0.48914044904749104,4.017595750673276,3.5527136806704926e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,118.5664128248797,7.547679303778203,7.547679303778203,1.5868269809263988,6,43.311559266344574,kernel,delta,0
0.5605258202587876,6.523462376124929,-2.842170928759176e-06,-1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,9,0,75.12688443938961,2.1977504075884835,2.1977504075884835,0.48632585366222114,7,32.58489270640666,kernel,delta,0
0.8763669301277794,2.7646848659416916,-7.10542732189794e-07,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,66,13,0,75.77308587989522,6.76018250637642,6.76018250637642,3.18314556195128,8,43.468239413897,kernel,delta,0
0.6374312221945279,8.905398170039895,-0.00018651746719982093,9.59232613908873e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,45,14,0,64.15077593581483,-2.086769675576729,-2.086769675576729,0.1630125405031777,9,21.91818828956589,kernel,delta,0
0.5828655073786487,5.538046310341188,0.0,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,11,0,71.67639363889857,2.8268059448783442,2.8268059448783442,0.6706324569747405,10,33.00195322548024,kernel,delta,0
0.2695120288612322,1.6594930444481972,-1.421085472268197e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,29.705748046585185,6.190370989886838,6.190370989886838,2.8583654887454837,11,62.20028277177404,kernel,delta,0
0.8217049727860727,3.652679880365864,-7.10542732189794e-07,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,14,0,45.624259407508944,1.142150603724461,1.142150603724461,1.4398281196947345,12,40.24588824855888,kernel,delta,0
0.7126998761039393,5.749097161257847,1.065814098284691e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,90.94370977589777,-1.1400154320553604,-1.1400154320553604,0.5409495925276779,13,31.532274414305476,kernel,delta,0
0.7452945885210482,5.3984758023705774,2.131628196569382e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,77.65972905121464,-0.4648251487420494,-0.4648251487420494,0.5611560919643268,14,34.89673197979746,kernel,delta,0
0.34711139169121763,2.951312136684567,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,11,0,85.90704591399151,5.520944201810152,5.520944201810152,2.318584435557171,15,52.746358743127416,kernel,delta,0
0.3831531657420499,2.1355658192611444,2.842170944536394e-06,-1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,0,51.927075221218274,5.135461300654922,5.135461300654922,2.378769396276022,16,60.19708448294979,kernel,delta,0
0.3764265968522146,6.337962676252559,7.105427361340985e-07,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,42,11,0,171.4626261269956,4.894738773557957,4.894738773557957,0.6369224962260002,17,33.94350975826372,kernel,delta,0
1.0,1.9438297259114456,-5.476423553767707,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,13,0,26.699956601211948,4.8913404733981665,4.8913404733981665,4.997074665170626,18,52.2735849391787,kernel,delta,0
0.292867577152495,3.7225378073627704,-1.421085472268197e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,60,13,0,142.06802683161914,6.835824869120296,6.835824869120296,1.5517371017758914,19,48.571830059436074,kernel,delta,0
1e-10,0.0,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,6,1,0,-0.25371451606309786,21.744563949437723,21.744563949437723,0.00027848834349703585,910,66.54212933375474,kernel,delta,0
0.822184065178593,2.1157441739714637,1.8474111036934645e-05,-4.3343107144782584e-05,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,8,0,25.499903292634418,4.5488037299840895,4.5488037299840895,4.261403444931957,911,52.31845826594956,kernel,delta,0
0.8078817630328202,1.4092309195941006,2.842170928759176e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,13,0,22.09691181513677,4.848562277597666,4.848562277597666,5.8031706773333305,912,59.63346955994849,kernel,delta,0
0.15112182879398706,2.913124027429657,0.0,-1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,69,17,0,96.39359139041184,9.31257933360373,9.31257933360373,1.489313909234935,913,58.81104194565236,kernel,delta,0
0.6203615034434367,4.809806104707823,-4.263256393138764e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,68.89254369943961,2.7004072163574526,2.7004072163574526,0.9848398023021614,914,39.15230726424572,kernel,delta,0
0.4360254852424802,4.47922224809412,7.318590182181214e-05,-4.263256440470418e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,27,7,0,174.19758610770646,5.415227988249205,5.415227988249205,1.2577109057927238,1,37.96816530228478,kernel,kernel,0
0.40746932581629375,4.226942170425734,-7.105427361340985e-07,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,0,121.54440372690406,7.073900628227297,7.073900628227297,0.9811017479916289,2,53.043238068156946,kernel,kernel,0
0.3481580421690734,5.841106147053901,7.105427361340985e-07,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,186.70180727361546,3.998095084631297,3.998095084631297,0.7216287345458913,3,40.85879687147702,kernel,kernel,0
0.40240752990201656,7.5202693750093035,-2.4868995764693448e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,9,0,222.13785272715282,1.4264531111865921,1.4264531111865921,0.3661116113977749,4,28.049489287142094,kernel,kernel,0
0.06623915421030784,4.735064003620386,7.105427361340985e-07,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,54,10,0,1011.9815994193999,26.345526038535073,26.345526038535073,1.0691169653282384,5,47.94252794442532,kernel,kernel,0
0.47613857507899265,4.03773748918748,-7.105427361340985e-07,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,139.82402221245863,8.507001321898365,8.507001321898365,1.6004570816781656,6,43.03203885146828,kernel,kernel,0
0.5124934760650136,7.174573670585079,-7.10542732189794e-07,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,10,0,118.7334977485543,2.1040352053233757,2.1040352053233757,0.4112638711066986,7,32.29229981288721,kernel,kernel,0
0.9112476429722723,3.0610879903793715,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,91.91109090480406,5.642763108623981,5.642763108623981,2.408295599980251,8,41.02096084394917,kernel,kernel,0
0.48691252615826,7.523293960286151,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,10,0,96.90574555763604,0.05378796112214707,0.05378796112214707,0.3383165099920916,9,22.89408135104719,kernel,kernel,0
0.5955326701352062,5.623371043258027,0.0,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,81.77760023969594,3.0862618830939628,3.0862618830939628,0.6511998162929461,10,32.47779795301985,kernel,kernel,0
0.28359928971851156,1.6309304611135405,0.0,-3.5527137003920153e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,31.70006056541642,6.179964514205657,6.179964514205657,2.965963541435402,11,62.192710384878,kernel,kernel,0
0.7058450467214342,3.9079435178667326,2.131628196569382e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,8,0,70.09863494483434,0.9386203037033823,0.9386203037033823,1.332784275535735,12,40.961860196209045,kernel,kernel,0
0.8289650501767448,7.524252313402804,3.659295070777439e-05,-1.0658141101176046e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,54,16,0,118.94400247331686,-3.23810847395076,-3.23810847395076,0.16229941834925682,13,29.952988727435486,kernel,kernel,0
0.8868224810734693,10.0,7.815970054087733e-06,-0.003867128519406697,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,57,15,0,319.3165155624551,-3.8427131569364037,-3.8427131569364037,0.05249503609584588,14,31.907816122704592,kernel,kernel,0
0.32419092424703644,3.013030751389438,-7.105427361340985e-07,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,7,0,109.1994765612078,5.574464971108076,5.574464971108076,2.2220908372602994,15,52.84439145672242,kernel,kernel,0
0.3865673187439757,2.200539428383647,1.421085472268197e-06,1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,57.654040060615316,4.4819244352891925,4.4819244352891925,2.2533484892825824,16,60.11251370733282,kernel,kernel,0
0.3282918628565425,6.687676989662608,1.421085472268197e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,0,289.18613835810794,5.319899879879121,5.319899879879121,0.5740013834614728,17,34.5321640170245,kernel,kernel,0
1.0,1.8718022187830425,-2.4333438253109376,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,9,0,32.91764273383907,6.507654996362331,6.507654996362331,5.1987863458625,18,53.02085723379706,kernel,kernel,0
0.28405670310382347,3.793621224800048,-2.1316282084022956e-06,1.4210854801568062e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,8,0,153.11492819935725,5.466435252603954,5.466435252603954,1.4928877245526901,19,48.6014129356827,kernel,kernel,0
1e-10,0.0,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,6,1,0,-0.2439525840596056,21.253948053380096,21.253948053380096,0.00028690383402369627,910,66.54212933375474,kernel,kernel,0
0.8827052446053684,2.4656893779383324,1.421085464379588e-06,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,10,0,52.237476651703155,3.6188823345410923,3.6188823345410923,3.136599791010024,911,49.6938818556729,kernel,kernel,0
0.7567921438711959,1.4747849261787471,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,5,0,30.248325152052104,4.942588116564322,4.942588116564322,5.4539354958187625,912,59.407825310998916,kernel,kernel,0
0.17314220607696135,2.758945087966927,4.263256416804591e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,33,9,0,65.66359743351819,7.2213856487199575,7.2213856487199575,1.6445834286989542,913,58.90011810169479,kernel,kernel,0
0.5112063083749951,5.618597818207982,1.2079226447226499e-05,0.0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,0,117.62212082843124,2.887702343912862,2.887702343912862,0.7665177085652687,914,39.234117128477926,kernel,kernel,0
0.6258529318029644,10.0,7.10542732189794e-07,-0.12653166355804246,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,9,0,96.33002872787108,-1.8367174262997594,-1.8367174262997594,0.11223268055658876,1,26.07553473248283,delta,delta,1
0.469553405171997,2.566661314366023,-7.105427361340985e-07,2.131628220235209e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,0,39.54522642310392,4.893455226215471,4.893455226215471,3.173949255272145,2,51.29370626519272,delta,delta,1
0.24328947826515587,3.756170263361863,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,24,6,0,237.04416203627122,7.178305105883162,7.178305105883162,1.4678710950440106,3,51.80762725131136,delta,delta,1
0.48249177743249705,7.917308620289029,-3.5527136806704926e-06,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,36,8,0,93.6374621304085,0.8404278495357158,0.8404278495357158,0.29400675597800663,4,27.6019283972866,delta,delta,1
0.6304111984908575,5.33134574731862,1.421085464379588e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,6,0,96.97299102238819,0.8485117978612757,0.8485117978612757,0.7092286535838498,5,33.51116969094146,delta,delta,1
0.18432291741459048,7.156469800417509,0.0,7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,39,9,0,535.1266898528271,8.420284440074932,8.420284440074932,0.47301917938124444,6,42.48298243504853,delta,delta,1
0.6600767233628764,4.366017210635393,0.0,0.0,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,30,7,0,55.70463629627702,1.3613026853915906,1.3613026853915906,1.1689665827913822,7,36.80661011933236,delta,delta,1
0.4587109861134639,6.485215199273261,3.5527136806704924e-07,3.5527137003920156e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,45,13,0,111.07922133770892,3.45996766237887,3.45996766237887,0.5815580609674342,8,30.33085103451361,delta,delta,1
0.548755046273691,6.278386761573078,-2.38031815283581e-05,1.4210854801568062e-06,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,39,11,0,55.048785916716234,0.7825016320093499,0.7825016320093499,0.5094856777207647,9,31.74552845589669,delta,delta,1
0.055194843615092255,1.7829484380412273,-7.105427356410605e-06,-2.8421709603136124e-06,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,99,27,0,273.95673146326646,12.149875224430994,12.149875224430994,0.5898097121816077,10,65.58936699447125,delta,delta,1
0.5648017420971074,3.546714584743416,5.684341857518352e-06,-7.105427400784031e-07,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,27,7,0,80.50503704783554,6.194234018302509,6.194234018302509,1.8538538889190506,11,46.191947464927345,delta,delta,1
